Id,Review,English Translation (Approximate) ,,,,,,,,,
2009,"ക്യാമറ വർക്ക് അലസത അനുഭവപ്പെട്ടു, കൂടാതെ ക്രിയാത്മകമായ കാഴ്ചപ്പാടുകളൊന്നുമില്ല. ഫ്രെയിമിനുള്ളിൽ കഥാപാത്രങ്ങൾ പലപ്പോഴും അസ്വാഭാവികമായി സ്ഥാപിക്കപ്പെട്ടതിനാൽ ഫ്രെയിമിംഗ് ഓഫായിരുന്നു. വെളിച്ചം പൊരുത്തമില്ലാത്തതായിരുന്നു, ചില രംഗങ്ങൾ എന്താണ് സംഭവിക്കുന്നതെന്ന് തിരിച്ചറിയാൻ കഴിയാത്തവിധം ഇരുണ്ടതായി കാണപ്പെട്ടു. ഇത് ലജ്ജാകരമാണ്, കാരണം ഛായാഗ്രഹണത്തിന് കൂടുതൽ ഊന്നൽ നൽകിയാൽ സിനിമയുടെ മൊത്തത്തിലുള്ള നിലവാരം ഉയർത്താമായിരുന്നു. മൊത്തത്തിൽ, ഈ സിനിമയിലെ ഛായാഗ്രഹണം ഏറ്റവും മോശമായിരുന്നു. ","Camera work felt laziness, and there is no positive views.The characters were turned off because of the frame is often exacestly and were exacestly.The light was inconsistent, some scenes appeared to be as dark enough to identify what is happening.This is a shameful, because of more emphasis on the cinematography, the market would have been upgraded.Overall, the photography of this movie was the worst.",,,,,,,,,
2010,ഇതിലെ കാമറ ഷോട്ടുകൾ  ഒരു രക്ഷയും ഇല്ല. പൊളി ,The camera shots in this one are no saviour. fall off,,,,,,,,,
2011,വളരെ മോശം തിരക്കഥ സംവിധാനം കാസ്റ്റിംഗ്. എന്തിനോ വേണ്ടി എടുത്ത സിനിമ. ,Kasting very bad screenplay.The movie taken for something.,,,,,,,,,
2012,ലിജോ ജോസ് പല്ലിശ്ശേരിയുടെ മറ്റൊരു പരീക്ഷണ ചിത്രം ആയിരുന്നു ചുരുളി. സംവിധാനത്തിലും ചിത്രീകരണത്തിലും മികച്ചു നിന്ന ചുരുളി മലയാള സിനിമയിൽ ഇതുവരെ കാണാത്ത ഒരു ദൃശ്യാനുഭവം ആയി. ഒരു നാടിൻ്റെ തന്നത് ശൈലി പകർത്തിയ നടീനടന്മാരും ഒരു കഥയെ വ്യതസ്തമായ രീതിയിൽ പറഞ്ഞ സംവിധായകനും പ്രശംസ അർഹിക്കുന്നു,"The scroll was another test film of Lijo Jose Pallissery.The scroll in Malayalam cinema has become a determination of Malayalam cinema in the direction and illustration.Performance of the style that has been replaced by a country and the director of a story, the director of a story",,,,,,,,,
2013,"തെറ്റായ ചികിത്സാരീതികൾ തുറന്നുകാട്ടി പിതാവിന്റെ മരണത്തിന് പ്രതികാരം ചെയ്യുന്ന ഒരു മാന്ത്രികനെ പിന്തുടരുന്ന ഒരു ആക്ഷൻ ത്രില്ലർ ചിത്രമാണ് മെർസൽ. ചിത്രത്തിന്റെ ഛായാഗ്രഹണം ജി.കെ. വിഷ്ണു അസാധാരണമാണ്, സംഗീതം എ.ആർ. റഹ്മാൻ ഒരു ഹൈലൈറ്റ് ആണ്. വിജയ് മികച്ച പ്രകടനമാണ് കാഴ്ചവെച്ചത്, അറ്റ്‌ലിയുടെ സംവിധാനം പ്രശംസനീയമാണ്. ആറ്റ്‌ലിയും മറ്റ് മൂന്ന് എഴുത്തുകാരും ചേർന്നുള്ള ചിത്രത്തിന്റെ തിരക്കഥ ആകർഷകമാണ്, അത് നൽകുന്ന സാമൂഹിക സന്ദേശം പ്രസക്തവും സ്വാധീനവുമുള്ളതാണ്.","Mursell is an action thriller film that follows a wizard of death to expose the father's death.The photography of the image is GK.Vishnu is unusual, music ARRahman is a highlight.Vijay is a good manifestation and boasts the direction of the Atley.The screenplay is attractive to the screenplay of the film with Atley and three authors, it is relevant and influential.",,,,,,,,,
2014,"മഞ്ചാടിക്കുരു (2008) സമീർ താഹിറിന്റെ ഛായാഗ്രഹണം മങ്ങിയതും പ്രചോദനമില്ലാത്തതുമായി തോന്നുന്നു, കേരള ഭൂപ്രകൃതിയുടെ ഭംഗി പകർത്തുന്നതിൽ പരാജയപ്പെട്ടു. ബാലതാരങ്ങൾ അസമമായ പ്രകടനങ്ങൾ നൽകുന്നു, മുതിർന്ന അഭിനേതാക്കൾ അവികസിതരായി അനുഭവപ്പെടുന്നു. കഥ മന്ദഗതിയിലുള്ളതും അഞ്ജലി മേനോന്റെ പിന്നീടുള്ള സൃഷ്ടിയുടെ വൈകാരിക അനുരണനം ഇല്ലാത്തതുമാണ്, ആസൂത്രിതവും തൃപ്തികരമല്ലാത്തതുമായ ഒരു ഇതിവൃത്തം. പരിമിതികൾക്കപ്പുറമുള്ള മെറ്റീരിയൽ.അഞ്ജലി മേനോന്റെ തിരക്കഥയിൽ പിന്നീട് അഭിനേതാക്കളുമായി സഹകരിച്ചതിന്റെ ബുദ്ധിയും നർമ്മവും ഇല്ല.","Mancancean (2008) Sameer Tahir's photography seems to be faded and unwarried, the beauty of the Kerala Landscape.Child starts provide unequal performances, senior actors feel undiscovered.The story is slow and the emotional resonance of the later work of the work of Anjali Menon, is an emergency and unsatisfactory.Material beyond the limitations, there is no intellectual and humor of cooperating with actor in Anjali Menon.",,,,,,,,,
2015,സംവിധായകൻ തന്റെ കരിയർ കൗൺസിലറെ കണ്ടുപിടിച്ച് അവനെ തല്ലണം. ഈ സിനിമയുമായി ബന്ധപ്പെട്ട എല്ലാവരും തൽക്കാലം ഇടവേള എടുത്ത് എങ്ങോട്ടാണ് പോകുന്നതെന്ന് പുനർവിചിന്തനം നടത്തണം.,The director finds his career council and hit him.The component of this film should be repeatedly taking the interval of the point where it is going to take a break.,,,,,,,,,
2016,"ഡൽഹി-6 ഒരു നല്ല സിനിമയാണെങ്കിലും, ചില സമയങ്ങളിൽ അത് അമിതമായി പ്രസംഗിക്കുന്നതായി തോന്നാം, സിനിമയുടെ സന്ദേശവുമായി സിനിമാ പ്രവർത്തകർ പ്രേക്ഷകരുടെ തലയിൽ ഇടിക്കുന്നു.","Despite a good movie, some times, the filmmakers make it acknowledging that it may seem to be excessively preaching.",,,,,,,,,
2017,"അമിത പ്രതീക്ഷയോടെ വന്ന് എല്ലാവരെയും വളരെ അധികം നിരാശപ്പെടുത്തിയ ഒന്നാണ് ഒടിയൻ. കഥ, തിരക്കഥ എല്ലാം ആവറേജ് ആണെങ്കിലും അവതരണവും സംവിധാനവും ആവറേജിലും താഴെ ആണ്. അഭിനേതാക്കളും നല്ല മോശം അഭിനയമാണ് കാഴ്ചവെച്ചത്. ","Pedian is one of the most disappointed and frustrated with all the time.The story, the screenplay is all over the presentation, a presentation, a direction, and energy.The actors were also active acting.",,,,,,,,,
2018,തിരക്കഥ നന്നായി എഴുതുകയും സിനിമയിലുടനീളം പ്രേക്ഷകരെ ഇടപഴകുകയും ചെയ്യുന്നു.,Write the script well and engages the audience throughout the film.,,,,,,,,,
2019,"സന്ദീപ് ശ്രീവാസ്തവയുടെ തിരക്കഥ ദുർബലമാണ്, സംഭാഷണങ്ങൾ മറക്കാനാവാത്തതാണ്.തിരക്കഥ ദുർബലമാണ്, സംഭാഷണങ്ങൾ ചിലപ്പോഴൊക്കെ ചീഞ്ഞതും ഭയാനകവുമാണ്. വളരെ നല്ല കാസ്റ്റിംഗ് ആയിരുന്നു ഈ സിനിമയിൽ. ","Sandeep Sandeep is weak, and the conversations are impossible.The film was very good casting.",,,,,,,,,
2020,"ഈ ചിത്രത്തിലെ അഭിനയം ഭയാനകമാണ്, കഴിവുകളോ വൈകാരിക ആഴമോ ഇല്ലാത്ത പ്രകടനങ്ങൾ. യാതൊരു അർത്ഥവുമില്ലാത്ത വരികളും ശബ്ദത്തിന്റെ ശബ്ദകോലാഹലമായി തോന്നുന്ന സംഗീതവും ഉൾക്കൊള്ളുന്ന ഗാനങ്ങൾ ഒരു സമ്പൂർണ്ണ ദുരന്തമാണ്. കൂടാതെ, ഛായാഗ്രഹണം അതിക്രൂരമാണ്, മോശം കംപോസ് ചെയ്ത ഷോട്ടുകളും പൊരുത്തമില്ലാത്ത ലൈറ്റിംഗും പ്രേക്ഷകരെ കാഴ്ചയിൽ തൃപ്തനാക്കുന്നില്ല.","Acting in the picture is horrible, skills or emotional deepness.The songs that contain music that feel like no meaning to the sounds and the sound of the sound is a complete tragedy.Additionally, the cinematography is the aimerous, inconsistent shots and inconsistent lighting not satisfied with the audience.",,,,,,,,,
